planet_name,default_flag,discovery_method,discovery_year,solution_type,pl_controv_flag,orbital_period_days,orbital_distance_au,planet_radius_earth,planet_mass_earth,planet_mass_jupiter,sy_dist
55 Cnc c,1,Radial Velocity,2004,Published Confirmed,0,44.3936,0.247,,56.6,0.17808352,12.5855
55 Cnc d,1,Radial Velocity,2002,Published Confirmed,0,4799.0,5.6,,1214.10451474,3.82,12.5855
55 Cnc e,1,Radial Velocity,2004,Published Confirmed,0,0.7365474,0.01544,1.875,7.99,0.02513923,12.5855
55 Cnc f,1,Radial Velocity,2007,Published Confirmed,0,260.58,0.802,,48.5,0.15259807,12.5855
6 Lyn b,1,Radial Velocity,2008,Published Confirmed,0,919.86,2.028,,597.83523357,1.881,54.6599
61 Vir b,1,Radial Velocity,2009,Published Confirmed,0,4.215,0.050201,,5.1,0.016,8.50332
61 Vir c,1,Radial Velocity,2009,Published Confirmed,0,38.021,0.2175,,18.2,0.057,8.50332
61 Vir d,1,Radial Velocity,2009,Published Confirmed,0,123.01,0.476,,22.9,0.072,8.50332
7 CMa b,1,Radial Velocity,2011,Published Confirmed,0,735.1,1.758,,587.9855,1.85,19.8101
7 CMa c,1,Radial Velocity,2019,Published Confirmed,0,996.0,2.153,,276.5121,0.87,19.8101
70 Vir b,1,Radial Velocity,1996,Published Confirmed,0,116.688,0.481,,2357.02728,7.416,17.9011
75 Cet b,1,Radial Velocity,2012,Published Confirmed,0,696.62,1.912,,787.89662095,2.479,82.9613
75 Cet c,1,Radial Velocity,2023,Published Confirmed,0,2051.62,3.929,,289.85950718,0.912,82.9613
8 UMi b,1,Radial Velocity,2015,Published Confirmed,0,93.31,0.462,,524.41687155,1.65,162.552
81 Cet b,1,Radial Velocity,2008,Published Confirmed,0,1005.57,2.104,,1051.05854195,3.307,101.26
91 Aqr b,1,Radial Velocity,2013,Published Confirmed,0,181.4,0.7,,1017.0,3.2,44.0304
AB Aur b,1,Imaging,2022,Published Confirmed,0,,93.9,,2860.455663,9.0,162.127
AB Pic b,1,Imaging,2005,Published Confirmed,0,,260.0,,4290.5,13.5,50.0475
AF Lep b,1,Imaging,2023,Published Confirmed,0,8905.0,8.996,,1147.36054927,3.61,26.8564
AT2021ueyL b,1,Microlensing,2025,Published Confirmed,0,4168.69,4.01,,425.89006538,1.34,1040.0
AU Mic b,1,Transit,2020,Published Confirmed,0,8.463446,0.07,4.79,8.99,0.0282857,9.7221
AU Mic c,1,Transit,2021,Published Confirmed,0,18.859023,0.119,2.79,14.46,0.04549625,9.7221
AU Mic d,1,Transit Timing Variations,2023,Published Confirmed,0,12.73596,,,1.053,0.00331,9.7221
AU Mic e,1,Radial Velocity,2025,Published Confirmed,1,33.11,,,21.1,0.06638802,9.7221
BD+03 2562 b,1,Radial Velocity,2017,Published Confirmed,0,481.9,1.3,,2034.112,6.4,1070.63
BD+05 4868 A b,1,Transit,2025,Published Confirmed,0,1.271869,0.0208,,6.2,0.01950738,43.5687
BD+14 4559 b,1,Radial Velocity,2009,Published Confirmed,0,268.94,0.78,,330.5432,1.04,49.352
BD+15 2375 b,1,Radial Velocity,2016,Published Confirmed,0,153.22,0.576,,337.21763,1.061,768.045
BD+15 2940 b,1,Radial Velocity,2013,Published Confirmed,0,137.48,0.539,,352.78,1.11,426.42
BD+20 2457 b,1,Radial Velocity,2009,Published Confirmed,0,379.63,1.45,,6807.63,21.42,1539.71
BD+20 2457 c,1,Radial Velocity,2009,Published Confirmed,0,621.99,2.01,,3963.17,12.47,1539.71
BD+20 274 b,1,Radial Velocity,2012,Published Confirmed,0,578.2,1.3,,1334.886,4.2,1322.51
BD+20 594 b,1,Transit,2016,Published Confirmed,0,41.6855,,2.57807,22.2481,0.07,179.461
BD+37 3172 b,1,Radial Velocity,2023,Published Confirmed,0,1887.76,4.65,,3368.9811142,10.6,454.251
BD+42 2315 b,1,Radial Velocity,2023,Published Confirmed,0,123.05,0.54,,174.80562385,0.55,610.715
BD+45 564 b,1,Radial Velocity,2021,Published Confirmed,0,307.88,0.83,,432.24663352,1.36,53.622
BD+48 738 b,1,Radial Velocity,2011,Published Confirmed,0,392.6,1.0,,289.2253,0.91,871.493
BD+48 740 b,1,Radial Velocity,2018,Published Confirmed,0,733.0,1.7,,540.311,1.7,666.589
BD+49 828 b,1,Radial Velocity,2015,Published Confirmed,0,2590.0,4.2,,508.5,1.6,442.042
BD+55 362 b,1,Radial Velocity,2021,Published Confirmed,0,265.59,0.78,,228.83645304,0.72,52.5697
BD+60 1417 b,1,Imaging,2021,Published Confirmed,0,,1662.0,14.68376472,4767.426105,15.0,44.9543
BD+63 1405 b,1,Radial Velocity,2021,Published Confirmed,0,1198.48,2.06,,1258.60049172,3.96,38.0473
BD-06 1339 b,1,Radial Velocity,2013,Published Confirmed,1,3.8728,0.0428,,8.5,0.027,20.2695
BD-06 1339 c,1,Radial Velocity,2013,Published Confirmed,0,125.94,0.435,,53.0,0.17,20.2695
BD-08 2823 b,1,Radial Velocity,2009,Published Confirmed,0,5.6,0.06,,12.7132,0.04,41.3342
BD-08 2823 c,1,Radial Velocity,2009,Published Confirmed,0,237.6,0.68,,104.0,0.33,41.3342
BD-10 3166 b,1,Radial Velocity,2000,Published Confirmed,0,3.48777,0.04,,187.5197,0.59,84.4069
BD-11 4672 b,1,Radial Velocity,2014,Published Confirmed,0,1634.0,2.36,,206.5895,0.65,27.1665
BD-11 4672 c,1,Radial Velocity,2020,Published Confirmed,0,74.2,0.3,,15.37,0.04835919,27.1665
BD-13 2130 b,1,Radial Velocity,2007,Published Confirmed,0,714.29999,1.66,,3108.3774,9.78,925.214
BD-14 3065 b,1,Transit,2024,Published Confirmed,0,4.2889731,0.0656,21.59,3932.0,12.37,589.423
BD-17 63 b,1,Radial Velocity,2008,Published Confirmed,0,655.57,,,1639.99458012,5.16,34.4603
BD-210397 b,1,Radial Velocity,2023,Published Confirmed,0,1891.0,2.63,,214.0,0.7,23.7324
BD-210397 c,1,Radial Velocity,2023,Published Confirmed,0,6240.0,5.9,,1525.5763536,4.8,23.7324
BEBOP-3 b,1,Radial Velocity,2025,Published Confirmed,0,547.0,1.444,,177.34825111,0.558,119.052
BEBOP-4 AB b,1,Radial Velocity,2025,Published Confirmed,0,1823.5,3.634,,8358.8871041,26.3,234.294
Barnard b,1,Radial Velocity,2024,Published Confirmed,0,3.1542,0.0229,,0.299,0.00094076,1.82655
Barnard c,1,Radial Velocity,2025,Published Confirmed,0,4.1244,0.0274,,0.335,0.00105403,1.82655
Barnard d,1,Radial Velocity,2025,Published Confirmed,0,2.3402,0.0188,,0.263,0.00082749,1.82655
Barnard e,1,Radial Velocity,2025,Published Confirmed,0,6.7392,0.0381,,0.193,0.00060725,1.82655
CD Cet b,1,Radial Velocity,2020,Published Confirmed,0,2.2907,0.0185,,3.95,0.01242809,8.60715
CD-35 2722 b,1,Imaging,2011,Published Confirmed,0,,67.0,17.37392009,9375.9380065,29.5,22.3896
CFBDSIR J145829+101343 b,1,Imaging,2011,Published Confirmed,0,10037.5,2.6,,3337.1,10.5,
CFHTWIR-Oph 98 b,1,Imaging,2020,Published Confirmed,0,8040000.0,200.0,20.8487041,2479.0615746,7.8,
CHXR 73 b,1,Imaging,2006,Published Confirmed,0,,210.0,,3994.486,12.569,190.374
CI Tau c,1,Radial Velocity,2024,Published Confirmed,0,25.2,0.17,,1144.1822652,3.6,157.998
COCONUTS-2 b,1,Imaging,2021,Published Confirmed,0,,,12.57647635,2383.7130525,7.5,10.8864
CT Cha b,1,Imaging,2007,Published Confirmed,0,,440.0,24.66,5403.0,17.0,190.72
CWISEP J193518.59-154620.3 b,1,Imaging,2025,Published Confirmed,0,,2.48,,4926.3403085,15.5,14.43
CoRoT-1 b,1,Transit,2008,Published Confirmed,0,1.5089557,,16.7,327.35,1.03,787.909
CoRoT-10 b,1,Transit,2010,Published Confirmed,0,13.2406,0.1055,10.87,874.0,2.75,338.386
CoRoT-11 b,1,Transit,2010,Published Confirmed,0,2.99433,0.0436,16.03,740.51,2.33,655.037
CoRoT-12 b,1,Transit,2010,Published Confirmed,0,2.828042,0.04016,16.14,291.438,0.917,1126.37
CoRoT-13 b,1,Transit,2010,Published Confirmed,0,4.03519,0.051,9.92,415.704,1.308,1148.93
CoRoT-14 b,1,Transit,2010,Published Confirmed,0,1.51214,0.027,12.22,2415.4,7.6,1744.6
CoRoT-16 b,1,Transit,2011,Published Confirmed,0,5.35227,0.0618,13.11,170.032,0.535,732.409
CoRoT-17 b,1,Transit,2011,Published Confirmed,0,3.7681,0.0461,11.43,772.29,2.43,1176.12
CoRoT-18 b,1,Transit,2011,Published Confirmed,0,1.9000693,0.0295,14.68,1102.82,3.47,764.889
CoRoT-19 b,1,Transit,2011,Published Confirmed,0,3.89713,0.0518,14.46,352.78,1.11,790.663
CoRoT-2 b,1,Transit,2008,Published Confirmed,0,1.7429935,0.02798,16.432,1102.82,3.47,213.283
CoRoT-20 b,1,Transit,2011,Published Confirmed,0,9.24285,0.09,,1366.669,4.3,844.061
CoRoT-20 c,1,Radial Velocity,2018,Published Confirmed,0,1675.0,2.9,,5403.11,17.0,844.061
CoRoT-21 b,1,Transit,2012,Published Confirmed,0,2.72474,0.0417,14.5717,718.2958,2.26,
CoRoT-22 b,1,Transit,2014,Published Confirmed,0,9.75598,0.092,4.88,12.2,0.038,627.158
CoRoT-23 b,1,Transit,2011,Published Confirmed,0,3.6313,0.048,11.77,889.9,2.8,1060.97
CoRoT-24 b,1,Transit,2014,Published Confirmed,0,5.1134,0.056,3.7,5.7,0.018,591.555
CoRoT-24 c,1,Transit,2014,Published Confirmed,0,11.759,0.098,5.0,28.0,0.088,591.555
CoRoT-25 b,1,Transit,2013,Published Confirmed,0,4.86069,0.0578,12.11,85.81,0.27,1103.48
CoRoT-26 b,1,Transit,2013,Published Confirmed,0,4.20474,0.0526,14.12,165.26,0.52,1045.18
CoRoT-27 b,1,Transit,2014,Published Confirmed,0,3.57532,0.0476,11.287,3302.11,10.39,1010.28
CoRoT-28 b,1,Transit,2015,Published Confirmed,0,5.20851,0.0603,10.704595,153.82972,0.484,766.183
CoRoT-29 b,1,Transit,2015,Published Confirmed,0,2.85057,0.0386,10.0881,270.1555,0.85,806.507
CoRoT-3 b,1,Transit,2008,Published Confirmed,0,4.2568,,11.32,6883.91,21.66,768.771
CoRoT-30 b,1,Transit,2020,Published Confirmed,0,9.06005,0.0844,11.309881,921.707,2.9,1032.23
CoRoT-31 b,1,Transit,2020,Published Confirmed,0,4.62941,0.0586,16.36514,266.9772,0.84,2005.76
CoRoT-32 b,1,Transit,2018,Published Confirmed,0,6.71837,0.071,6.38913,47.6745,0.15,576.683
CoRoT-35 b,1,Transit,2022,Published Confirmed,0,3.22748,0.0429,18.83108758,349.6112477,1.1,1123.21
CoRoT-36 b,1,Transit,2022,Published Confirmed,0,5.616531,0.066,15.80466279,216.12331676,0.68,925.958
CoRoT-4 b,1,Transit,2008,Published Confirmed,0,9.20205,0.09,13.34,228.83,0.72,726.412
CoRoT-5 b,1,Transit,2009,Published Confirmed,0,4.0378962,0.04947,15.558,148.42,0.467,882.472
CoRoT-6 b,1,Transit,2009,Published Confirmed,0,8.886593,0.0855,13.068,940.74,2.96,645.294
CoRoT-7 b,1,Transit,2009,Published Confirmed,0,0.85359163,,1.68135,4.07660518,0.01282637,159.906
CoRoT-7 c,1,Radial Velocity,2009,Published Confirmed,0,3.698,0.046,,8.4,0.02642922,159.906
CoRoT-7 d,1,Radial Velocity,2022,Published Confirmed,0,8.966,,,17.142,0.05393476,159.906
CoRoT-8 b,1,Transit,2010,Published Confirmed,0,6.21229,0.063,6.39,69.92,0.22,322.037
CoRoT-9 b,1,Transit,2009,Published Confirmed,0,95.272656,0.4021,11.948794,266.9772,0.84,412.98
DE CVn b,1,Eclipse Timing Variations,2018,Published Confirmed,1,4098.1,5.75,,3823.27330161,12.02930278,30.5225
DENIS-P J082303.1-491201 b,1,Astrometry,2013,Published Confirmed,0,246.36,0.36,,9057.77,28.5,
DH Tau b,1,Imaging,2004,Published Confirmed,0,,330.0,,3496.0,11.0,134.846
DMPP-1 b,1,Radial Velocity,2019,Published Confirmed,0,17.812,0.1423,,16.8,0.05285871,62.5388
DMPP-1 c,1,Radial Velocity,2019,Published Confirmed,0,10.03,0.0973,,10.94,0.03442109,62.5388
DMPP-1 d,1,Radial Velocity,2019,Published Confirmed,0,3.1417,0.04467,,4.72,0.01485078,62.5388
DMPP-1 e,1,Radial Velocity,2019,Published Confirmed,0,5.516,0.0651,,4.13,0.01299437,62.5388
DMPP-2 b,1,Radial Velocity,2019,Published Confirmed,0,5.203,0.06638,,171.48,0.53953642,137.94
DMPP-2 c,1,Radial Velocity,2026,Published Confirmed,0,3.168,0.04789,,51.79,0.16294956,137.94
DMPP-2 d,1,Radial Velocity,2026,Published Confirmed,0,16.491,0.1432,,91.79,0.28880364,137.94
DMPP-3 A b,1,Radial Velocity,2019,Published Confirmed,0,5.59,0.05958,,2.67,0.00840076,46.8917
DMPP-4 b,1,Radial Velocity,2023,Published Confirmed,0,3.4982,0.04853,,12.2,0.03838549,25.3284
DMPP-6 b,1,Radial Velocity,2026,Published Confirmed,0,7.6027,0.0779,,5.8,0.01824884,54.6303
DMPP-6 c,1,Radial Velocity,2026,Published Confirmed,0,36.441,0.2206,,13.47,0.04238136,54.6303
DMPP-7 b,1,Radial Velocity,2026,Published Confirmed,0,4.984,0.05873,,61.39,0.19315454,101.386
DMPP-8 b,1,Radial Velocity,2026,Published Confirmed,0,62.915,0.3098,,81.09,0.25513767,76.1335
DMPP-9 b,1,Radial Velocity,2026,Published Confirmed,0,12.733,0.1097,,14.43,0.04540186,109.539
DP Leo b,1,Eclipse Timing Variations,2009,Published Confirmed,0,10220.0,8.19,,1922.79,6.05,305.684
DS Tuc A b,1,Transit,2019,Published Confirmed,0,8.138268,,5.7,,,44.0622
EPIC 201170410.02,1,Transit,2020,Published Confirmed,0,6.7987,0.0349,1.047,,,
EPIC 201238110 b,1,Transit,2019,Published Confirmed,0,28.1656,,1.87,,,159.259
EPIC 201427007 b,1,Transit,2021,Published Confirmed,0,0.72091,,1.5,,,706.391
EPIC 201497682 b,1,Transit,2019,Published Confirmed,0,2.13174,,0.692,,,253.026
EPIC 201595106 b,1,Transit,2021,Published Confirmed,0,0.87724,0.0177,1.565,7.67,0.02413252,232.1
EPIC 201615463 c,1,Transit,2019,Published Confirmed,0,3.80464,,1.22,,,476.882
EPIC 201754305 d,1,Transit,2019,Published Confirmed,0,2.71578,,1.03,,,334.967
EPIC 201757695.02,1,Transit,2020,Published Confirmed,0,2.0478,0.0296,0.90819,,,
EPIC 201833600 c,1,Transit,2019,Published Confirmed,0,3.96151,,1.0,,,257.443
EPIC 201841433 b,1,Transit,2019,Published Confirmed,0,4.1698,0.035,1.04,,,436.488
EPIC 205950854 c,1,Transit,2019,Published Confirmed,0,8.050722,,1.31,,,243.935
EPIC 206024342 b,1,Transit,2019,Published Confirmed,0,4.50756,,1.7,,,369.888
EPIC 206024342 c,1,Transit,2021,Published Confirmed,0,0.911724,,1.4,,,369.888
EPIC 206024342 d,1,Transit,2021,Published Confirmed,0,14.647531,,2.6,,,369.888
EPIC 206032309 b,1,Transit,2019,Published Confirmed,0,2.87814,,1.01,,,161.365
EPIC 206042996 b,1,Transit,2019,Published Confirmed,0,5.2986,,1.7,,,451.769
EPIC 206042996 c,1,Transit,2021,Published Confirmed,0,0.354884,,1.2,,,451.769
EPIC 206215704 b,1,Transit,2019,Published Confirmed,0,2.255436,,1.0,,,109.888
EPIC 206317286 b,1,Transit,2019,Published Confirmed,0,1.58252,,0.96,,,314.35
EPIC 206317286 c,1,Transit,2022,Published Confirmed,0,17.515472,,2.094,,,314.35
EPIC 211822797 b,1,Transit,2016,Published Confirmed,0,21.1701963,0.1195,1.92,,,186.197
EPIC 211945201 b,1,Transit,2018,Published Confirmed,0,19.49221,0.1493,5.76,,,181.69
EPIC 212297394 b,1,Transit,2019,Published Confirmed,0,2.289363,,1.48,,,418.395
EPIC 212297394 c,1,Transit,2021,Published Confirmed,0,5.213965,,2.27,,,418.395
EPIC 212424622 b,1,Transit,2019,Published Confirmed,0,18.0983,,2.17,,,611.804
EPIC 212499991 b,1,Transit,2019,Published Confirmed,0,34.885,,1.6,,,283.29
EPIC 212587672 b,1,Transit,2019,Published Confirmed,0,15.28078,,1.26,,,320.07
EPIC 212587672 c,1,Transit,2021,Published Confirmed,0,23.228555,,2.32,,,320.07
EPIC 212624936 b,1,Transit,2021,Published Confirmed,0,0.578657,,1.2,,,561.929
EPIC 212624936 c,1,Transit,2021,Published Confirmed,0,11.811437,,2.3,,,561.929
EPIC 212737443 b,1,Transit,2019,Published Confirmed,0,13.603,0.098,2.586,,,336.25
EPIC 212737443 c,1,Transit,2019,Published Confirmed,0,65.55,0.28,2.69,,,336.25
EPIC 220492298 b,1,Transit,2021,Published Confirmed,0,0.762406,,0.99,,,624.512
EPIC 220554210 c,1,Transit,2019,Published Confirmed,0,0.70531,,1.6,,,496.289
EPIC 220674823 b,1,Transit,2016,Published Confirmed,0,0.57130782,0.0132,1.606,7.54,0.02372349,244.59
EPIC 220674823 c,1,Transit,2016,Published Confirmed,0,13.340603,0.1078,2.712,7.9,0.02485618,244.59
EPIC 228836835 b,1,Transit,2021,Published Confirmed,0,0.728113,,1.1,,,150.124
EPIC 229004835 b,1,Transit,2023,Published Confirmed,0,16.141132,0.1237,2.332,10.4,0.03272206,121.971
EPIC 246851721 b,1,Transit,2018,Published Confirmed,0,6.180235,0.07229,11.780659,953.49,3.0,372.632
EPIC 248847494 b,1,Transit,2018,Published Confirmed,0,3650.0,4.5,12.44199,4131.79,13.0,551.886
EPIC 249893012 b,1,Transit,2020,Published Confirmed,0,3.5951,0.047,1.95,8.75,0.02753044,321.296
EPIC 249893012 c,1,Transit,2020,Published Confirmed,0,15.624,0.13,3.67,14.67,0.04615675,321.296
EPIC 249893012 d,1,Transit,2020,Published Confirmed,0,35.747,0.22,3.94,10.18,0.0320297,321.296
FU Tau b,1,Imaging,2008,Published Confirmed,0,,800.0,,5085.28,16.0,
G 192-15 b,1,Radial Velocity,2025,Published Confirmed,0,2.27476,0.01723,,1.03,0.00324074,9.53114
G 192-15 c,1,Radial Velocity,2025,Published Confirmed,0,1219.0,1.137,,14.3,0.04499283,9.53114
G 196-3 b,1,Imaging,2024,Published Confirmed,0,,350.0,,8263.538582,26.0,21.7912
G 261-6 b,1,Radial Velocity,2025,Published Confirmed,0,5.4536,0.02971,,1.37,0.0043105,10.6267
G 264-012 b,1,Radial Velocity,2021,Published Confirmed,0,2.30538,0.02279,,2.5,0.00786588,16.009
G 264-012 c,1,Radial Velocity,2021,Published Confirmed,0,8.0518,0.0525,,3.75,0.01179882,16.009
G 268-110 b,1,Radial Velocity,2025,Published Confirmed,0,1.43263,0.01283,,1.52,0.00478245,
G 9-40 b,1,Transit,2019,Published Confirmed,0,5.7459982,0.0418,1.9,4.0,0.01258541,27.9276
GJ 1002 b,1,Radial Velocity,2022,Published Confirmed,0,10.3465,0.0457,,1.08,0.00339806,4.84867
GJ 1002 c,1,Radial Velocity,2022,Published Confirmed,0,21.202,0.0738,,1.36,0.00427904,4.84867
GJ 1061 b,1,Radial Velocity,2020,Published Confirmed,0,3.2073,0.021,,1.11,0.00349245,3.67278
GJ 1061 c,1,Radial Velocity,2020,Published Confirmed,0,6.6821,0.0342,,1.81,0.0056949,3.67278
GJ 1061 d,1,Radial Velocity,2020,Published Confirmed,0,13.066,0.054,,1.67,0.00525441,3.67278
GJ 1132 b,1,Transit,2015,Published Confirmed,0,1.62892911,0.0157,1.19151465,1.83704819,0.00578,12.613
GJ 1132 c,1,Radial Velocity,2018,Published Confirmed,0,8.929,,,2.91,0.00915588,12.613
GJ 1137 c,1,Radial Velocity,2026,Published Confirmed,0,9.6412,0.0835,,5.12,0.01610932,28.5159
GJ 1148 b,1,Radial Velocity,2010,Published Confirmed,0,41.38,0.166,,96.7,0.3042507,11.0143
GJ 1148 c,1,Radial Velocity,2017,Published Confirmed,0,532.58,0.912,,68.06,0.21413963,11.0143
GJ 1151 c,1,Radial Velocity,2023,Published Confirmed,0,389.7,0.5714,,10.62,0.03341426,8.03625
GJ 1214 b,1,Transit,2009,Published Confirmed,0,1.580404531,0.01505,2.733,8.41,0.02646082,14.6427
GJ 1252 b,1,Transit,2020,Published Confirmed,0,0.5182331,,1.193,1.32,0.00415318,20.373
GJ 1265 b,1,Radial Velocity,2018,Published Confirmed,0,3.6511,0.026,,7.4,0.02328289,10.2525
GJ 1289 b,1,Radial Velocity,2024,Published Confirmed,0,111.74,0.27,,6.27,0.01972763,8.35147
GJ 143 b,1,Transit,2019,Published Confirmed,0,35.61253,0.1915,2.61,22.7,0.07142183,16.32
GJ 15 A b,1,Radial Velocity,2014,Published Confirmed,1,11.4407,0.072,,3.03,0.0095334,3.56228
GJ 15 A c,1,Radial Velocity,2018,Published Confirmed,0,7600.0,5.4,,36.0,0.1132681,3.56228
GJ 160.2 b,1,Radial Velocity,2014,Published Confirmed,0,5.2354,0.053,,10.2,0.03209263,25.8557
GJ 163 b,1,Radial Velocity,2013,Published Confirmed,0,8.63182,0.0607,,10.6,0.03335116,15.1285
GJ 163 c,1,Radial Velocity,2013,Published Confirmed,0,25.63058,0.1254,,6.8,0.02139509,15.1285
GJ 163 d,1,Radial Velocity,2013,Published Confirmed,0,603.95116,1.0304,,29.4,0.09250228,15.1285
GJ 179 b,1,Radial Velocity,2009,Published Confirmed,0,2288.0,2.41,,260.61,0.82,12.356
GJ 180 b,1,Radial Velocity,2014,Published Confirmed,0,17.133,0.092,,6.49,0.02041972,11.9407
GJ 180 c,1,Radial Velocity,2014,Published Confirmed,0,24.329,0.129,,6.4,0.02013655,11.9407
GJ 180 d,1,Radial Velocity,2020,Published Confirmed,0,106.3,0.309,,7.56,0.0237863,11.9407
GJ 2030 b,1,Radial Velocity,2022,Published Confirmed,0,2.38129,0.034,,4.76742611,0.015,37.0788
GJ 2030 c,1,Radial Velocity,2022,Published Confirmed,0,25533.11353,16.761,,4069.15709482,12.803,37.0788
GJ 2056 b,1,Radial Velocity,2020,Published Confirmed,0,69.971,0.283,,16.2,0.05097064,28.4434
GJ 2126 b,1,Radial Velocity,2025,Published Confirmed,0,272.7,0.71,,413.1769291,1.3,38.129
GJ 229 A c,1,Radial Velocity,2020,Published Confirmed,1,121.93268,0.384,,8.58136699,0.027,5.75624
GJ 229 b,1,Radial Velocity,2014,Published Confirmed,1,579.47495,1.086,,14.93793513,0.047,5.75624
GJ 238 b,1,Transit,2024,Published Confirmed,0,1.7446999,0.02123,0.566,,,15.2142
GJ 251 b,1,Radial Velocity,2020,Published Confirmed,0,14.237,0.0808,,3.85,0.01211345,5.58057
GJ 251 c,1,Radial Velocity,2025,Published Confirmed,0,53.647,0.196,,3.88,0.01220785,5.58057
GJ 27.1 b,1,Radial Velocity,2014,Published Confirmed,0,15.819,0.101,,13.0,0.04090237,23.6062
GJ 273 b,1,Radial Velocity,2017,Published Confirmed,0,18.6498,0.091101,,2.89,0.00909291,5.921535
GJ 273 c,1,Radial Velocity,2017,Published Confirmed,0,4.7234,0.036467,,1.18,0.00371268,5.921535
GJ 3021 b,1,Radial Velocity,2000,Published Confirmed,0,133.71,0.49,,1071.04,3.37,17.5559
GJ 3082 b,1,Radial Velocity,2020,Published Confirmed,0,11.949,0.079,,8.2,0.02579996,16.6186
GJ 3090 b,1,Transit,2022,Published Confirmed,0,2.85310198,0.0316,2.18,4.52,0.01422151,22.4751
GJ 3090 c,1,Radial Velocity,2026,Published Confirmed,0,15.9407,0.0997,,10.0,0.03146352,22.4751
GJ 3138 b,1,Radial Velocity,2017,Published Confirmed,0,1.22003,0.0197,,1.78,0.00560048,28.4712
GJ 3138 c,1,Radial Velocity,2017,Published Confirmed,0,5.974,0.057,,4.18,0.01315168,28.4712
GJ 3138 d,1,Radial Velocity,2017,Published Confirmed,0,257.8,0.698,,10.5,0.03303653,28.4712
GJ 317 b,1,Radial Velocity,2007,Published Confirmed,0,695.69,1.138,,536.49435102,1.688,15.1968
GJ 317 c,1,Radial Velocity,2016,Published Confirmed,0,6500.0,5.04,,454.49462201,1.43,15.1968
GJ 3222 b,1,Radial Velocity,2022,Published Confirmed,0,10.66669,0.091,,11.44182265,0.036,18.23817
GJ 328 b,1,Radial Velocity,2013,Published Confirmed,0,3771.0,4.11,,797.74930157,2.51,20.5266
GJ 328 c,1,Radial Velocity,2023,Published Confirmed,0,241.8,0.657,,21.4,0.06733193,20.5266
GJ 3293 b,1,Radial Velocity,2015,Published Confirmed,0,30.5987,0.14339,,23.54,0.07406475,20.1903
GJ 3293 c,1,Radial Velocity,2015,Published Confirmed,0,122.6196,0.36175,,21.09,0.06635623,20.1903
GJ 3293 d,1,Radial Velocity,2017,Published Confirmed,0,48.1345,0.19394,,7.6,0.02391215,20.1903
GJ 3293 e,1,Radial Velocity,2017,Published Confirmed,0,13.2543,0.08208,,3.28,0.01031998,20.1903
GJ 3323 b,1,Radial Velocity,2017,Published Confirmed,0,5.3636,0.03282,,2.02,0.0063556,5.37484
GJ 3323 c,1,Radial Velocity,2017,Published Confirmed,0,40.54,0.1264,,2.31,0.00726804,5.37484
GJ 3341 b,1,Radial Velocity,2015,Published Confirmed,0,14.207,0.089,,6.6,0.0208,23.619
GJ 3378 b,1,Radial Velocity,2026,Published Confirmed,0,21.45,0.09673,,2.3,0.00723661,7.72274
GJ 338 B b,1,Radial Velocity,2020,Published Confirmed,0,24.422,0.142,,10.6,0.03335133,6.33256
GJ 341 b,1,Transit,2025,Published Confirmed,0,7.57686,,0.88,4.0,0.01258541,10.454
GJ 3470 b,1,Radial Velocity,2012,Published Confirmed,0,3.3366496,0.0355,4.57,13.9,0.04373407,29.4214
GJ 3473 b,1,Transit,2020,Published Confirmed,0,1.1980035,0.01589,1.264,1.86,0.00585219,27.3644
GJ 3473 c,1,Radial Velocity,2020,Published Confirmed,0,15.509,0.0876,,7.41,0.02331435,27.3644
GJ 3512 b,1,Radial Velocity,2019,Published Confirmed,0,203.109,0.3376,,146.51889563,0.461,9.48637
GJ 3512 c,1,Radial Velocity,2020,Published Confirmed,0,2354.0,1.731,,143.97626837,0.453,9.48637
GJ 357 b,1,Transit,2019,Published Confirmed,0,3.9306,0.036,1.2,,,9.44181
GJ 357 c,1,Radial Velocity,2019,Published Confirmed,0,9.1247,0.061,,3.4,0.01069754,9.44181
GJ 357 d,1,Radial Velocity,2019,Published Confirmed,0,55.661,0.204,,6.1,0.01919265,9.44181
GJ 3634 b,1,Radial Velocity,2010,Published Confirmed,0,2.64561,0.0287,,8.4,0.026,20.3779
GJ 367 b,1,Transit,2021,Published Confirmed,0,0.3219226,,0.736,0.503,0.00158261,9.41263
GJ 367 c,1,Radial Velocity,2023,Published Confirmed,0,11.5301,,,4.13,0.01299443,9.41263
GJ 367 d,1,Radial Velocity,2023,Published Confirmed,0,34.369,,,6.03,0.0189725,9.41263
GJ 3779 b,1,Radial Velocity,2018,Published Confirmed,0,3.0232,0.026,,8.0,0.02517069,13.743
GJ 3929 b,1,Transit,2022,Published Confirmed,0,2.616235,0.0252,1.09,1.75,0.00550612,15.8095
GJ 3929 c,1,Radial Velocity,2022,Published Confirmed,0,15.04,0.081,,5.71,0.01796567,15.8095
GJ 393 b,1,Radial Velocity,2021,Published Confirmed,0,7.02679,0.05402,,1.71,0.00538026,7.03149
GJ 3942 b,1,Radial Velocity,2017,Published Confirmed,0,6.905,0.0608,,7.14,0.02246484,16.9287
GJ 3988 b,1,Radial Velocity,2023,Published Confirmed,0,6.9442,0.0405,,3.69,0.01161004,9.9105
